,title,duration,url
198,"
                    Hot Wax Torture in Chains

                ","
                    00:02:47
                ",https://bdsmstreak.com/video/16585/hot-wax-torture-in-chains
199,"
                    Lezdom Hardcore Hot Wax Pain

                ","
                    00:15:31
                ",https://bdsmstreak.com/video/16534/lezdom-hardcore-hot-wax-pain
200,"
                    Hot Wax Torture and Punishment

                ","
                    00:15:44
                ",https://bdsmstreak.com/video/16528/hot-wax-torture-and-punishment
201,"
                    Hot Wax Meets The Whip

                ","
                    01:25:06
                ",https://bdsmstreak.com/video/16215/hot-wax-meets-the-whip
202,"
                    Hot wax Torture in Restraints - Part 1

                ","
                    00:27:13
                ",https://bdsmstreak.com/video/16211/hot-wax-torture-in-restraints-part-1
203,"
                    Hot Wax Punishment and Fit Asian Slavegirl

                ","
                    00:30:15
                ",https://bdsmstreak.com/video/15780/hot-wax-punishment-and-fit-asian-slavegirl
204,"
                    Japanese Hot Wax and Whipping in Restraints

                ","
                    00:18:12
                ",https://bdsmstreak.com/video/15605/japanese-hot-wax-and-whipping-in-restraints
205,"
                    Japanese Shibari and Hot Wax

                ","
                    00:30:16
                ",https://bdsmstreak.com/video/15581/japanese-shibari-and-hot-wax
206,"
                    Femdom Hot Wax and Whipping

                ","
                    00:09:58
                ",https://bdsmstreak.com/video/15519/femdom-hot-wax-and-whipping
207,"
                    Hot Wax Torment in Restraints

                ","
                    00:21:30
                ",https://bdsmstreak.com/video/15421/hot-wax-torment-in-restraints
208,"
                    Hot wax punishment in restraints

                ","
                    00:22:13
                ",https://bdsmstreak.com/video/15419/hot-wax-punishment-in-restraints
209,"
                    Hot wax and Ass Play

                ","
                    00:08:14
                ",https://bdsmstreak.com/video/14720/hot-wax-and-ass-play
210,"
                    Hot Waxed Restrained Blonde

                ","
                    00:02:25
                ",https://bdsmstreak.com/video/14528/hot-waxed-restrained-blonde
